CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId_posts,userId_users
2,0,Views,28,0,1,58.0,13,41739,16462.0,41739
1,0,Views,1,3,0,152.0,13,41764,16472.0,41764
2,0,Views,6,3,0,598.0,8,41789,3812.0,41789
7,0,Views,1,2,0,,17,41796,966.0,41796
3,3,Views,549,0,10,,61,41810,7883.0,41810
3,0,Views,61,1,5,76.0,49,41856,14368.0,41856
4,0,Views,216,5,10,,12,42952,11523.0,42952
0,0,Views,43,1,13,,9,42987,16049.0,42987
1,0,Views,75,2,4,,17,43163,11456.0,43163
2,0,Views,355,6,6,,20,43183,919.0,43183
3,0,Views,18,2,0,,8,43221,14803.0,43221
0,0,Views,13,0,0,,8,43240,14131.0,43240
3,0,Views,216,1,8,,20,43338,14434.0,43338
6,0,Views,121,60,0,9210.0,11,43339,12968.0,43339
1,0,Views,55,0,6,163.0,9,43414,16764.0,43414
2,0,Views,92,2,4,464.0,37,43560,9728.0,43560
2,0,Views,263,2,2,116.0,12,43634,13881.0,43634
0,0,Views,53,4,7,,25,43653,1352.0,43653
0,0,Views,43,2,1,,8,43739,887.0,43739
0,0,Views,1,2,0,,18,43740,4598.0,43740
0,1,Views,176,1,10,,8,43750,4598.0,43750
2,0,Views,20,0,3,399.0,10,43824,12885.0,43824
2,0,Views,31,1,0,55.0,12,43902,6072.0,43902
0,0,Views,384,1,18,,77,43908,7644.0,43908
0,0,Views,121,2,11,35.0,10,43922,16982.0,43922
0,0,Views,23,4,2,558.0,13,43929,16955.0,43929
1,0,Views,124,3,3,242.0,39,44023,17025.0,44023
0,0,Views,306,13,14,421.0,9,44063,17042.0,44063
0,0,Views,179,7,7,441.0,8,44086,1118.0,44086
0,0,Views,101,2,0,196.0,9,44112,847.0,44112
6,0,Views,1,4,0,426.0,15,44139,17068.0,44139
6,0,Views,266,6,16,,9,44142,919.0,44142
3,0,Views,25,5,4,1028.0,8,44144,9529.0,44144
3,0,Views,6,2,0,88.0,11,44169,795.0,44169
2,0,Views,6,1,0,,9,44245,8991.0,44245
3,0,Views,18,7,0,,10,44251,805.0,44251
0,41,Views,4767,2,363,,397,44269,9200.0,44269
8,0,Views,139,1,3,,19,44431,13680.0,44431
8,0,Views,36,1,0,130.0,14,44436,17125.0,44436
2,0,Views,16,4,0,194.0,8,44447,12518.0,44447
2,27,Views,1460,6,229,,79,44451,7972.0,44451
3,2,Views,599,0,47,160.0,25,44469,17206.0,44469
0,0,Views,121,9,0,,11,44496,7224.0,44496
6,0,Views,6,2,0,228.0,9,44515,17235.0,44515
1,0,Views,1,0,0,,9,44530,17107.0,44530
3,0,Views,13,2,0,245.0,11,44531,17239.0,44531
0,0,Views,76,4,2,,10,44561,8013.0,44561
6,0,Views,59,3,0,,20,44635,1352.0,44635
3,0,Views,418,3,34,,52,44760,199.0,44760
0,1,Views,1156,3,204,,80,44764,686.0,44764
5,0,Views,507,2,15,60.0,14,44795,13634.0,44795
1,0,Views,18,4,3,191.0,8,44937,12275.0,44937
4,1,Views,135,1,21,361.0,12,44952,16989.0,44952
1,0,Views,45,1,2,64.0,8,44969,17426.0,44969
2,0,Views,11,1,0,437.0,9,44995,17398.0,44995
0,0,Views,46,1,0,,10,45067,16375.0,45067
0,0,Views,1,1,0,,29,45105,17464.0,45105
3,0,Views,8,1,0,141.0,8,45131,9529.0,45131
0,0,Views,121,3,8,,11,45240,8762.0,45240
2,0,Views,76,4,2,341.0,12,45296,17554.0,45296
0,0,Views,11,0,0,,11,45324,805.0,45324
2,0,Views,38,2,2,123.0,8,45331,17574.0,45331
3,0,Views,133,1,12,,13,45338,17442.0,45338
0,0,Views,143,1,15,41.0,35,45372,17588.0,45372
0,0,Views,119,2,2,158.0,19,45382,17594.0,45382
2,0,Views,1,2,0,,9,45477,603.0,45477
0,0,Views,21,2,0,216.0,9,45598,17636.0,45598
5,0,Views,30,6,0,1929.0,17,45671,17714.0,45671
0,0,Views,11,1,0,94.0,11,45677,17716.0,45677
4,0,Views,52,1,25,376.0,11,45745,10500.0,45745
1,0,Views,20,0,0,140.0,8,45770,16127.0,45770
0,1,Views,189,1,7,1724.0,11,45784,12719.0,45784
2,0,Views,348,2,2,,26,45797,601.0,45797
3,0,Views,126,1,1,,22,45823,8076.0,45823
2,0,Views,120,7,7,,19,45876,1352.0,45876
0,0,Views,6,1,0,,8,45929,8580.0,45929
3,0,Views,36,0,3,330.0,12,45939,17843.0,45939
0,0,Views,170,3,2,,11,45941,4505.0,45941
0,0,Views,9,3,0,,9,45998,17869.0,45998
2,0,Views,21,-2,2,89.0,8,46050,2959.0,46050
6,0,Views,11,2,0,64.0,19,46074,17900.0,46074
0,0,Views,98,1,12,,18,46087,17908.0,46087
0,0,Views,174,1,5,714.0,29,46102,13519.0,46102
1,0,Views,92,3,87,919.0,8,46134,17925.0,46134
4,0,Views,47,0,4,1083.0,10,46175,17940.0,46175
1,0,Views,140,3,4,,12,46253,13519.0,46253
0,0,Views,26,0,2,237.0,8,46416,9136.0,46416
3,2,Views,88,4,12,,20,46427,8076.0,46427
0,0,Views,140,2,6,,15,46504,2958.0,46504
3,1,Views,235,0,27,151.0,13,46522,16398.0,46522
2,0,Views,161,2,7,381.0,12,46638,18151.0,46638
0,0,Views,120,0,2,100.0,10,46711,12329.0,46711
0,0,Views,11,0,0,,8,46725,7290.0,46725
0,0,Views,6,0,0,,11,46726,7290.0,46726
5,1,Views,337,1,32,73.0,13,46925,18305.0,46925
0,0,Views,101,1,0,,8,46942,18274.0,46942
1,0,Views,106,2,1,,10,46945,18319.0,46945
2,0,Views,153,1,1,306.0,9,46958,18329.0,46958
1,0,Views,13,2,0,,12,47992,7290.0,47992
5,0,Views,1,3,0,,11,48068,16297.0,48068
0,0,Views,32,1,2,121.0,15,48092,19786.0,48092
2,0,Views,1,2,0,620.0,15,48107,6103.0,48107
3,0,Views,6,2,0,3516.0,8,48162,12566.0,48162
2,0,Views,123,3,0,,11,48257,196.0,48257
4,0,Views,8,-1,0,116.0,9,48325,19968.0,48325
2,0,Views,40,4,3,,33,48372,8013.0,48372
1,0,Views,36,4,3,,24,48426,2485.0,48426
0,0,Views,51,1,0,49.0,22,48456,14836.0,48456
0,0,Views,45,3,0,132.0,16,48467,14836.0,48467
4,0,Views,1,4,0,927.0,9,48469,20049.0,48469
4,0,Views,144,1,0,301.0,19,48490,12147.0,48490
8,0,Views,16,1,0,,8,48524,5836.0,48524
3,1,Views,178,1,7,,12,48554,16297.0,48554
2,0,Views,101,1,3,,9,48619,7733.0,48619
2,9,Views,411,1,21,846.0,50,48639,20159.0,48639
3,0,Views,1,1,0,,8,48690,19691.0,48690
2,0,Views,61,-1,1,93.0,9,48754,20212.0,48754
0,0,Views,71,0,1,74.0,8,48756,20213.0,48756
5,0,Views,1148,0,44,1537.0,59,48766,5509.0,48766
3,0,Views,11,0,0,47.0,10,48769,20221.0,48769
2,0,Views,6,8,0,585.0,8,48822,7290.0,48822
0,0,Views,38,0,6,,20,49034,5739.0,49034
4,0,Views,16,1,0,394.0,13,49042,3572.0,49042
1,0,Views,51,3,1,2190.0,12,49093,20374.0,49093
5,0,Views,211,3,0,,27,49137,7972.0,49137
4,0,Views,101,1,5,193.0,8,49246,20326.0,49246
2,0,Views,1,0,0,,8,49332,20497.0,49332
4,0,Views,6,4,0,,8,49366,20166.0,49366
0,0,Views,23,1,2,,10,49397,6552.0,49397
3,0,Views,574,11,5,,40,49398,20915.0,49398
0,0,Views,31,3,44,,13,49427,4505.0,49427
0,0,Views,101,9,2,,8,49553,5739.0,49553
1,1,Views,175,2,12,121.0,38,49647,20667.0,49647
6,0,Views,40,2,4,,18,49793,11852.0,49793
0,0,Views,1,0,0,806.0,10,51848,20359.0,51848
0,0,Views,26,0,0,,38,51895,20015.0,51895
10,0,Views,111,3,0,325.0,8,51954,21863.0,51954
0,0,Views,30,0,6,,10,51972,21072.0,51972
0,0,Views,51,1,10,36.0,17,52020,21903.0,52020
3,0,Views,346,0,9,110.0,14,52022,1537.0,52022
0,0,Views,43,3,0,243.0,8,52058,9320.0,52058
0,0,Views,30,1,0,,10,52072,11030.0,52072
21,0,Views,176,10,4,541.0,20,52243,12008.0,52243
0,0,Views,11,2,0,279.0,16,52291,14643.0,52291
4,0,Views,3,1,0,189.0,28,52360,22059.0,52360
0,0,Views,41,2,5,150.0,8,52367,20780.0,52367
0,0,Views,23,0,3,125.0,19,52455,22105.0,52455
0,3,Views,2294,2,59,,192,52554,159.0,52554
6,0,Views,90,0,0,92.0,14,52672,22162.0,52672
1,0,Views,8,0,0,243.0,10,52731,22244.0,52731
1,0,Views,126,0,0,383.0,17,52756,22250.0,52756
2,0,Views,65,1,4,130.0,9,53099,8627.0,53099
3,0,Views,116,9,4,,8,53128,22356.0,53128
0,0,Views,81,4,0,,8,53185,919.0,53185
1,0,Views,76,1,0,42.0,24,53276,20598.0,53276
1,0,Views,96,3,0,,13,54496,686.0,54496
1,0,Views,21,1,0,,12,54552,10500.0,54552
0,0,Views,4,0,0,,18,54711,23611.0,54711
20,0,Views,576,6,49,340.0,37,54724,8686.0,54724
1,0,Views,96,0,5,191.0,14,54736,21998.0,54736
3,0,Views,14,15,3,,9,54862,1739.0,54862
4,0,Views,43,2,2,,11,55231,7828.0,55231
0,1,Views,321,1,1,,23,55365,24000.0,55365
4,0,Views,21,0,0,,10,55417,17230.0,55417
1,0,UpVotes,101,22,3,8198.0,25,2,24.0,2
4,0,UpVotes,101,54,19,3613.0,22,3,18.0,3
3,5,UpVotes,6792,81,662,,1145,5,23.0,5
5,0,UpVotes,457,152,47,29229.0,114,6,5.0,6
3,0,UpVotes,429,76,20,5808.0,56,7,38.0,7
2,25,UpVotes,6764,0,604,288.0,1089,8,37.0,8
4,0,UpVotes,121,23,2,21925.0,20,10,24.0,10
2,0,UpVotes,136,2,10,224.0,10,11,34.0,11
1,0,UpVotes,101,20,5,,10,12,5.0,12
4,1,UpVotes,817,14,44,,178,13,23.0,13
3,0,UpVotes,101,16,7,,4,16,8.0,16
0,1,UpVotes,345,9,13,1261.0,14,17,,17
1,0,UpVotes,128,31,16,,8,18,36.0,18
0,0,UpVotes,101,12,2,,13,19,55.0,19
1,6,UpVotes,591,102,693,21916.0,90,22,66.0,22
1,1,UpVotes,308,10,34,7694.0,52,23,69.0,23
0,1,UpVotes,344,17,36,,48,24,61.0,24
4,23,UpVotes,4968,7,328,2095.0,641,25,69.0,25
14,7,UpVotes,3150,18,138,3476.0,257,26,75.0,26
0,0,UpVotes,101,4,2,,10,27,68.0,27
0,1,UpVotes,2250,5,28,,318,29,36.0,29
2,3,UpVotes,2185,7,40,705.0,312,30,69.0,30
1,0,UpVotes,221,5,2,1428.0,11,33,69.0,33
0,0,UpVotes,185,3,23,,27,34,79.0,34
0,0,UpVotes,101,10,9,1223.0,4,35,54.0,35
7,1,UpVotes,1570,41,26,67396.0,173,36,8.0,36
2,0,UpVotes,133,2,1,,15,38,61.0,38
0,0,UpVotes,1651,4,12,210.0,255,39,59.0,39
1,0,UpVotes,41,8,2,491.0,8,40,69.0,40
0,0,UpVotes,611,8,12,,83,41,83.0,41
5,1,UpVotes,101,7,1,,1,43,74.0,43
2,15,UpVotes,111,0,59,,350,46,62.0,46
4,0,UpVotes,101,18,3,2414.0,3,50,62.0,50
0,0,UpVotes,101,1,1,120.0,0,51,68.0,51
0,0,UpVotes,861,7,12,,62,52,36.0,52
4,0,UpVotes,138,40,7,25962.0,8,53,17.0,53
5,2,UpVotes,360,11,21,497.0,18,54,55.0,54
0,1,UpVotes,366,7,48,,16,55,56.0,55
7,0,UpVotes,563,56,10,,64,56,,56
4,0,UpVotes,126,2,93,,7,57,69.0,57
0,0,UpVotes,123,10,3,1667.0,19,58,68.0,58
1,0,UpVotes,402,24,51,,82,59,39.0,59
1,1,UpVotes,101,1,1,,8,60,41.0,60
5,4,UpVotes,1956,22,39,,147,61,74.0,61
0,3,UpVotes,549,4,13,124.0,90,62,58.0,62
0,0,UpVotes,136,6,4,,11,64,5.0,64
3,0,UpVotes,101,14,4,,8,65,8.0,65
0,0,UpVotes,614,5,12,,102,66,41.0,66
0,6,UpVotes,530,3,630,,174,69,56.0,69
0,1,UpVotes,1936,2,2317,,328,71,36.0,71
0,0,UpVotes,800,6,58,,77,72,96.0,72
0,65,UpVotes,2316,25,74,,1126,74,88.0,74
4,0,UpVotes,321,5,4,754.0,44,75,69.0,75
3,0,UpVotes,101,22,9,,3,76,5.0,76
7,0,UpVotes,260,16,36,,8,77,74.0,77
4,0,UpVotes,123,33,4,,4,78,8.0,78
1,0,UpVotes,212,4,5,,10,79,25.0,79
2,0,UpVotes,211,8,7,,16,80,93.0,80
0,0,UpVotes,1307,7,86,,80,81,69.0,81
0,0,UpVotes,804,2,11,,64,83,5.0,83
0,0,UpVotes,101,6,10,,3,84,41.0,84
2,0,UpVotes,176,15,3,,25,85,87.0,85
0,4,UpVotes,1281,5,61,,105,89,55.0,89
0,0,UpVotes,561,3,27,,287,90,22.0,90
3,0,UpVotes,96,5,2,412.0,3,93,61.0,93
0,0,UpVotes,111,5,6,,15,94,88.0,94
0,0,UpVotes,441,4,18,,80,96,5.0,96
0,1,UpVotes,291,10,141,,24,98,39.0,98
1,0,UpVotes,151,7,3,,42,99,88.0,99
6,0,UpVotes,502,40,109,,49,101,,101
0,0,UpVotes,101,1,4,,5,102,22.0,102
6,1,UpVotes,261,28,41,1990.0,34,103,5.0,103
0,0,UpVotes,146,16,23,,26,104,74.0,104
0,3,UpVotes,160,11,20,,14,107,46.0,107
1,0,UpVotes,305,14,4,,171,108,5.0,108
2,1,UpVotes,443,3,9,,59,110,61.0,110
3,0,UpVotes,101,8,1,,2,111,8.0,111
1,1,UpVotes,708,30,44,1220.0,61,114,8.0,114
4,0,UpVotes,101,12,9,,2,116,72.0,116
1,0,UpVotes,123,25,1,,4,117,36.0,117
11,0,UpVotes,473,122,46,39118.0,60,118,83.0,118
4,0,UpVotes,101,39,1,,3,120,41.0,120
6,0,UpVotes,101,71,3,,4,121,61.0,121
0,0,UpVotes,101,13,21,,56,123,130.0,123
0,0,UpVotes,121,23,8,1131.0,8,124,131.0,124
2,1,UpVotes,236,18,29,,46,127,61.0,127
0,0,UpVotes,166,3,22,12626.0,19,128,132.0,128
0,0,UpVotes,101,4,9,,8,129,8.0,129
10,0,UpVotes,241,30,2,7111.0,24,130,90.0,130
0,0,UpVotes,216,23,6,,14,131,5.0,131
0,0,UpVotes,33,6,2,,8,132,22.0,132
2,1,UpVotes,116,0,2,,6,133,139.0,133
6,1,UpVotes,101,10,1,4572.0,0,134,138.0,134
3,0,UpVotes,101,7,2,,1,135,39.0,135
4,0,UpVotes,231,67,20,14326.0,24,138,142.0,138
2,0,UpVotes,758,21,41,,241,139,5.0,139
0,0,UpVotes,1,7,4,,4,140,88.0,140
0,0,UpVotes,185,5,10,,19,142,8.0,142
0,1,UpVotes,1396,17,477,,269,144,22.0,144
4,0,UpVotes,99,4,4,2287.0,8,145,138.0,145
0,0,UpVotes,228,4,12,,11,148,130.0,148
3,0,UpVotes,321,20,6,,23,154,108.0,154
2,0,UpVotes,101,27,2,3293.0,1,155,154.0,155
0,59,UpVotes,18283,8,1014,,3781,159,145.0,159
0,0,UpVotes,101,9,8,2304.0,1,161,154.0,161
4,0,UpVotes,101,14,1,,2,162,74.0,162
6,0,UpVotes,276,5,1,,12,163,81.0,163
0,0,UpVotes,101,2,2,,3,164,158.0,164
3,0,UpVotes,36,56,1,22890.0,2,165,74.0,165
0,0,UpVotes,118,10,7,12304.0,3,166,154.0,166
1,1,UpVotes,147,17,8,1022.0,61,168,8.0,168
0,0,UpVotes,113,2,5,,19,169,159.0,169
1,1,UpVotes,208,56,48,7733.0,52,170,8.0,170
1,0,UpVotes,564,10,15,,113,172,74.0,172
0,0,UpVotes,453,15,15,2519.0,39,173,71.0,173
0,4,UpVotes,792,35,163,,78,174,159.0,174
1,0,UpVotes,236,29,53,28291.0,46,175,13.0,175
0,0,UpVotes,11,9,8,,2,178,74.0,178
0,10,UpVotes,1416,12,352,,147,179,159.0,179
0,0,UpVotes,101,50,60,39097.0,6,181,159.0,181
1,45,UpVotes,22625,3,2496,753.0,4069,183,166.0,183
0,0,UpVotes,101,6,3,,3,184,159.0,184
0,0,UpVotes,446,3,6,,69,187,119.0,187
4,0,UpVotes,211,21,2,,19,188,61.0,188
0,24,UpVotes,1166,7,482,,146,190,25.0,190
0,0,UpVotes,313,3,8,,16,191,173.0,191
0,0,UpVotes,101,6,1,,0,193,,193
2,0,UpVotes,38,6,4,838.0,7,194,175.0,194
2,114,UpVotes,6140,19,497,4090.0,649,196,87.0,196
1,1,UpVotes,138,9,21,,5,197,5.0,197
0,0,UpVotes,908,3,69,,42,198,61.0,198
0,3,UpVotes,1815,4,149,,188,199,5.0,199
3,0,UpVotes,128,13,9,,24,200,174.0,200
2,0,UpVotes,101,16,1,6033.0,1,203,183.0,203
2,0,UpVotes,101,7,4,,0,204,183.0,204
1,0,UpVotes,101,13,2,70255.0,0,206,188.0,206
3,1,UpVotes,337,9,32,,47,210,183.0,210
0,1,UpVotes,101,3,11,430.0,1,212,190.0,212
3,0,UpVotes,63,51,1,9772.0,9,213,159.0,213
0,0,UpVotes,266,4,29,,31,214,40.0,214
2,0,UpVotes,2496,1,5,,384,215,187.0,215
4,1,UpVotes,522,6,16,,111,217,5.0,217
0,0,UpVotes,121,2,12,,9,218,187.0,218
3,0,UpVotes,184,3,2,,119,219,154.0,219
2,0,UpVotes,248,14,11,9481.0,34,220,85.0,220
2,0,UpVotes,615,15,95,,77,221,159.0,221
1,0,UpVotes,101,26,3,36801.0,3,222,191.0,222
5,19,UpVotes,4022,5,345,291.0,1471,223,79.0,223
2,0,UpVotes,1293,12,55,,266,226,173.0,226
1,0,UpVotes,226,2,71,,4,227,144.0,227
0,0,UpVotes,121,2,9,,4,228,10.0,228
2,0,UpVotes,629,10,65,,64,229,159.0,229
0,2,UpVotes,1233,5,170,,106,230,173.0,230
2,0,UpVotes,101,12,4,,0,232,103.0,232
0,0,UpVotes,221,0,8,,9,236,138.0,236
1,0,UpVotes,281,4,8,,31,240,114.0,240
1,3,UpVotes,898,2,82,,104,247,171.0,247
0,0,UpVotes,101,4,1,,0,248,211.0,248
5,0,UpVotes,131,5,9,,6,250,171.0,250
3,0,UpVotes,315,5,8,,40,252,81.0,252
0,5,UpVotes,5309,7,1160,,1147,253,215.0,253
3,0,UpVotes,101,4,3,,0,254,8.0,254
1,0,UpVotes,195,8,32,,11,255,88.0,255
0,0,UpVotes,171,14,2,1422.0,6,256,217.0,256
1,0,UpVotes,121,14,2,6700.0,2,257,217.0,257
0,0,UpVotes,101,14,9,780.0,1,258,217.0,258
5,0,UpVotes,138,12,3,,6,259,217.0,259
1,0,UpVotes,526,12,2,,24,260,217.0,260
4,2,UpVotes,442,12,30,,84,261,159.0,261
0,55,UpVotes,4701,5,1408,,839,264,217.0,264
0,1,UpVotes,1272,3,108,,335,266,128.0,266
1,0,UpVotes,91,7,4,4254.0,17,267,194.0,267
1,0,UpVotes,101,3,1,,4,268,107.0,268
0,0,UpVotes,229,12,4,1291.0,25,270,90.0,270
0,0,UpVotes,1384,1,17,,87,273,216.0,273
0,0,UpVotes,201,8,10,1517.0,17,276,90.0,276
0,0,UpVotes,131,12,1,3033.0,22,277,215.0,277
0,8,UpVotes,6176,9,578,,374,279,62.0,279
0,0,UpVotes,101,4,27,,1,280,221.0,280
3,0,UpVotes,101,23,2,,7,282,81.0,282
0,0,UpVotes,118,22,23,13685.0,5,283,215.0,283
1,0,UpVotes,190,1,191,,10,284,215.0,284
1,0,UpVotes,223,1,3,,6,285,183.0,285
1,0,UpVotes,847,7,19,1068.0,73,287,90.0,287
0,0,UpVotes,86,5,9,1093.0,3,288,220.0,288
1,4,UpVotes,129,6,8,811.0,127,290,189.0,290
0,0,UpVotes,251,7,51,,17,291,211.0,291
0,4,UpVotes,138,2,15,,13,292,56.0,292
0,0,UpVotes,103,5,17,,2,297,56.0,297
4,0,UpVotes,111,55,2,67592.0,6,298,125.0,298
0,0,UpVotes,524,4,223,,44,300,56.0,300
7,1,UpVotes,155,6,6,,6,301,8.0,301
2,1,UpVotes,246,1,17,,36,302,196.0,302
2,1,UpVotes,238,2,1,,140,303,,303
0,0,UpVotes,118,27,4,2939.0,24,305,196.0,305
3,3,UpVotes,4829,13,692,,1088,307,229.0,307
0,0,UpVotes,611,5,2,,49,315,36.0,315
2,0,UpVotes,1994,15,62,,523,319,71.0,319
0,0,UpVotes,101,14,3,,0,320,61.0,320
1,0,UpVotes,101,12,5,,5,326,3807.0,326
3,4,UpVotes,1233,3,75,,104,333,74.0,333
6,0,UpVotes,3039,1,125,,363,339,218.0,339
2,0,UpVotes,101,26,4,4873.0,0,346,247.0,346
0,0,UpVotes,101,1,2,,1,350,178.0,350
0,0,UpVotes,101,4,1,,8,351,16.0,351
1,2,UpVotes,793,1,236,,99,352,8.0,352
1,0,UpVotes,101,11,2,,6,353,61.0,353
0,0,UpVotes,101,8,3,676.0,1,354,3807.0,354
5,0,UpVotes,101,5,3,,0,357,3807.0,357
4,0,UpVotes,51,6,12,,4,358,88.0,358
0,0,UpVotes,101,4,2,,1,365,226.0,365
2,0,UpVotes,369,2,5,,18,368,,368
2,0,UpVotes,101,24,13,1439.0,1,373,252.0,373
1,0,UpVotes,529,7,9,437.0,46,375,252.0,375
0,0,UpVotes,316,11,2,,6,378,68.0,378
0,0,UpVotes,101,3,4,,2,380,88.0,380
0,0,UpVotes,101,6,1,,0,381,223.0,381
0,0,UpVotes,101,3,3,,1,383,251.0,383
5,0,UpVotes,891,10,55,,185,386,223.0,386
0,0,UpVotes,101,12,7,,0,389,199.0,389
0,0,UpVotes,101,5,1,,2,392,251.0,392
1,0,UpVotes,101,4,7,174.0,0,395,210.0,395
0,0,UpVotes,101,5,2,,7,397,8.0,397
1,0,UpVotes,101,14,1,,4,398,5.0,398
0,6,UpVotes,6906,2,394,,1070,401,256.0,401
2,0,UpVotes,123,2,21,,5,410,56.0,410
8,0,UpVotes,101,31,2,3293.0,1,411,89.0,411
0,0,UpVotes,101,4,8,,1,412,8.0,412
0,0,UpVotes,101,5,26,,0,413,223.0,413
0,0,UpVotes,106,20,1,5291.0,4,414,89.0,414
0,0,UpVotes,101,6,1,,1,417,251.0,417
0,0,UpVotes,379,4,7,,25,419,215.0,419
1,0,UpVotes,101,8,244,,4,420,89.0,420
1,0,UpVotes,111,0,7,,1,422,247.0,422
0,0,UpVotes,38,14,17,,10,427,215.0,427
0,0,UpVotes,71,7,1,,28,431,215.0,431
4,0,UpVotes,111,24,54,,7,434,215.0,434
1,1,UpVotes,2133,10,28,,272,438,215.0,438
1,1,UpVotes,2031,8,152,,268,439,30.0,439
0,21,UpVotes,6431,7,857,,973,442,36.0,442
2,0,UpVotes,152,2,32,,10,445,215.0,445
0,0,UpVotes,118,7,12,,8,446,215.0,446
0,0,UpVotes,1422,5,20,,173,447,215.0,447
0,57,UpVotes,12813,1,1607,,1089,449,215.0,449
4,0,UpVotes,111,9,3,9951.0,1,452,215.0,452
1,0,UpVotes,378,27,26,,24,455,13.0,455
2,0,UpVotes,148,6,4,,5,460,61.0,460
3,0,UpVotes,101,2,13,,2,461,71.0,461
0,0,UpVotes,141,5,11,,11,463,90.0,463
0,0,UpVotes,101,5,3,,3,467,115.0,467
0,0,UpVotes,141,4,2,,1,468,251.0,468
0,0,UpVotes,101,4,1,,0,469,251.0,469
4,0,UpVotes,300,12,13,,29,478,251.0,478
3,11,UpVotes,2908,48,444,4470.0,265,485,183.0,485
4,0,UpVotes,101,17,46,23985.0,0,486,266.0,486
1,0,UpVotes,109,10,2,,7,488,183.0,488
0,4,UpVotes,909,3,87,,96,493,268.0,493
1,4,UpVotes,2092,6,32,,272,495,214.0,495
7,0,UpVotes,300,3,9,,20,501,88.0,501
1,0,UpVotes,108,2,1,,8,503,256.0,503
0,0,UpVotes,101,4,1,,3,504,5.0,504
1,0,UpVotes,223,13,14,,29,506,215.0,506
0,2,UpVotes,139,2,24,,90,509,,509
0,4,UpVotes,1796,26,33,,516,511,3807.0,511
0,0,UpVotes,157,3,3,,11,516,251.0,516
5,0,UpVotes,268,2,9,,42,520,190.0,520
0,0,UpVotes,2133,7,65,,205,521,190.0,521
2,0,UpVotes,326,4,10,,32,523,74.0,523
2,0,UpVotes,125,6,61,2504.0,6,527,114.0,527
1,0,UpVotes,148,2,1,,22,528,3807.0,528
4,0,UpVotes,118,1,61,,40,529,,529
0,0,UpVotes,599,8,2,,77,530,159.0,530
2,0,UpVotes,279,34,14,9369.0,31,539,174.0,539
5,0,UpVotes,138,29,1,,11,546,183.0,546
1,0,UpVotes,286,3,5,,39,549,270.0,549
1,0,UpVotes,113,-1,33,,22,556,215.0,556
4,0,UpVotes,1273,33,58,,142,557,215.0,557
0,0,UpVotes,485,5,9,,44,559,88.0,559
0,11,UpVotes,2002,12,155,,186,561,215.0,561
1,0,UpVotes,173,10,6,1005.0,21,562,5.0,562
1,0,UpVotes,125,2,22,,32,565,88.0,565
6,0,UpVotes,11,7,17,,37,566,190.0,566
0,0,UpVotes,307,3,43,,46,569,5.0,569
0,0,UpVotes,161,14,2,,19,572,251.0,572
3,0,UpVotes,365,10,260,1043.0,40,573,190.0,573
1,0,UpVotes,65,2,7,,14,578,196.0,578
1,23,UpVotes,2400,4,692,,293,582,108.0,582
0,0,UpVotes,101,3,1,,0,586,251.0,586
4,0,UpVotes,1034,6,38,,185,588,61.0,588
0,0,UpVotes,58,6,4,,11,589,61.0,589
1,0,UpVotes,108,3,3,,0,593,5.0,593
5,0,UpVotes,146,7,57,,25,595,223.0,595
0,2,UpVotes,232,2,178,,12,597,240.0,597
2,0,UpVotes,165,8,33,,4,600,30.0,600
5,49,UpVotes,10647,3,683,,1225,603,30.0,603
1,0,UpVotes,108,1,4,,3,605,88.0,605
9,0,UpVotes,138,19,4,1244.0,18,608,196.0,608
2,1,UpVotes,691,6,44,,113,609,223.0,609
6,0,UpVotes,305,22,7,2267.0,34,614,107.0,614
3,49,UpVotes,379,2,163,,51,615,88.0,615
1,0,UpVotes,101,9,9,,0,617,5.0,617
0,0,UpVotes,101,3,22,,1,621,88.0,621
4,0,UpVotes,202,4,69,,38,632,223.0,632
0,0,UpVotes,426,7,8,,47,634,5.0,634
1,0,UpVotes,146,13,1,,3,635,30.0,635
0,0,UpVotes,118,4,25,,6,637,74.0,637
0,0,UpVotes,241,8,2,771.0,13,638,59.0,638
2,0,UpVotes,251,21,13,1582.0,31,643,7.0,643
1,0,UpVotes,28,5,2,,16,644,288.0,644
1,1,UpVotes,111,9,26,,5,646,302.0,646
3,0,UpVotes,141,-2,14,,19,647,25.0,647
3,0,UpVotes,230,3,45,,42,650,190.0,650
1,7,UpVotes,2320,61,1273,,203,656,25.0,656
3,3,UpVotes,286,7,16,510.0,37,660,292.0,660
0,0,UpVotes,58,39,5,11200.0,3,665,327.0,665
2,0,UpVotes,406,6,11,,56,667,88.0,667
0,0,UpVotes,101,4,2,,12,668,319.0,668
0,0,UpVotes,101,7,9,,4,671,302.0,671
2,0,UpVotes,111,21,1,5405.0,8,672,333.0,672
1,0,UpVotes,101,5,2,,0,677,74.0,677
0,0,UpVotes,101,2,4,,0,681,279.0,681
6,0,UpVotes,186,5,8,,16,684,81.0,684
1,82,UpVotes,44152,8,2156,,7357,686,339.0,686
0,18,UpVotes,2282,1,136,,182,696,173.0,696
0,2,UpVotes,176,1,57,,18,697,367.0,697
2,2,UpVotes,424,2,34,,37,702,,702
1,0,UpVotes,577,0,51,,64,704,,704
3,0,UpVotes,121,4,3,,1,705,,705
